classe,texto,titulo,capitulo,secao,subsecao,artigo,paragrafo,inciso,alinea
inciso,XVI - organização do sistema nacional de emprego e condições para o exercício de profissões;,3,2,NA,NA,22,NA,16,NA
inciso,"XVII - organização judiciária, do Ministério Público e da Defensoria Pública do Distrito Federal e dos Territórios, bem como organização administrativa destes;",3,2,NA,NA,22,NA,17,NA
inciso,"XVIII - sistema estatístico, sistema cartográfico e de geologia nacionais;",3,2,NA,NA,22,NA,18,NA
inciso,"XIX - sistemas de poupança, captação e garantia da poupança popular;",3,2,NA,NA,22,NA,19,NA
inciso,XX - sistemas de consórcios e sorteios;,3,2,NA,NA,22,NA,20,NA
inciso,"XXI - normas gerais de organização, efetivos, material bélico, garantias, convocação e mobilização das polícias militares e corpos de bombeiros militares;",3,2,NA,NA,22,NA,21,NA
inciso,XXII - competência da polícia federal e das polícias rodoviária e ferroviária federais;,3,2,NA,NA,22,NA,22,NA
inciso,XXIII - seguridade social;,3,2,NA,NA,22,NA,23,NA
inciso,XXIV - diretrizes e bases da educação nacional;,3,2,NA,NA,22,NA,24,NA
inciso,XXV - registros públicos;,3,2,NA,NA,22,NA,25,NA
inciso,XXVI - atividades nucleares de qualquer natureza;,3,2,NA,NA,22,NA,26,NA
inciso,"XXVII - normas gerais de licitação e contratação, em todas as modalidades, para as administrações públicas diretas, autárquicas e fundacionais da União, Estados, Distrito Federal e Municípios, obedecido o disposto no art. 37, XXI, e para as empresas públicas e sociedades de economia mista, nos termos do art. 173, § 1º, III;",3,2,NA,NA,22,NA,27,NA
inciso,"XXVIII - defesa territorial, defesa aeroespacial, defesa marítima, defesa civil e mobilização nacional;",3,2,NA,NA,22,NA,28,NA
inciso,XXIX - propaganda comercial.,3,2,NA,NA,22,NA,29,NA
paragrafo,Parágrafo único. Lei complementar poderá autorizar os Estados a legislar sobre questões específicas das matérias relacionadas neste artigo.,3,2,NA,NA,22,1,NA,NA
artigo,"Art. 23. É competência comum da União, dos Estados, do Distrito Federal e dos Municípios:",3,2,NA,NA,23,NA,NA,NA
inciso,"I - zelar pela guarda da Constituição, das leis e das instituições democráticas e conservar o patrimônio público;",3,2,NA,NA,23,NA,1,NA
inciso,"II - cuidar da saúde e assistência pública, da proteção e garantia das pessoas portadoras de deficiência;",3,2,NA,NA,23,NA,2,NA
inciso,"III - proteger os documentos, as obras e outros bens de valor histórico, artístico e cultural, os monumentos, as paisagens naturais notáveis e os sítios arqueológicos;",3,2,NA,NA,23,NA,3,NA
inciso,"IV - impedir a evasão, a destruição e a descaracterização de obras de arte e de outros bens de valor histórico, artístico ou cultural;",3,2,NA,NA,23,NA,4,NA
inciso,"V - proporcionar os meios de acesso à cultura, à educação e à ciência;",3,2,NA,NA,23,NA,5,NA
inciso,VI - proteger o meio ambiente e combater a poluição em qualquer de suas formas;,3,2,NA,NA,23,NA,6,NA
inciso,"VII - preservar as florestas, a fauna e a flora;",3,2,NA,NA,23,NA,7,NA
inciso,VIII - fomentar a produção agropecuária e organizar o abastecimento alimentar;,3,2,NA,NA,23,NA,8,NA
inciso,IX - promover programas de construção de moradias e a melhoria das condições habitacionais e de saneamento básico;,3,2,NA,NA,23,NA,9,NA
inciso,"X - combater as causas da pobreza e os fatores de marginalização, promovendo a integração social dos setores desfavorecidos;",3,2,NA,NA,23,NA,10,NA
inciso,"XI - registrar, acompanhar e fiscalizar as concessões de direitos de pesquisa e exploração de recursos hídricos e minerais em seus territórios;",3,2,NA,NA,23,NA,11,NA
inciso,XII - estabelecer e implantar política de educação para a segurança do trânsito.,3,2,NA,NA,23,NA,12,NA
paragrafo,"Parágrafo único. Lei complementar fixará normas para a cooperação entre a União e os Estados, o Distrito Federal e os Municípios, tendo em vista o equilíbrio do desenvolvimento e do bem-estar em âmbito nacional.",3,2,NA,NA,23,1,NA,NA
artigo,"Art. 24. Compete à União, aos Estados e ao Distrito Federal legislar concorrentemente sobre:",3,2,NA,NA,24,NA,NA,NA
inciso,"I - direito tributário, financeiro, penitenciário, econômico e urbanístico;",3,2,NA,NA,24,NA,1,NA
inciso,II - orçamento;,3,2,NA,NA,24,NA,2,NA
inciso,III - juntas comerciais;,3,2,NA,NA,24,NA,3,NA
inciso,IV - custas dos serviços forenses;,3,2,NA,NA,24,NA,4,NA
inciso,V - produção e consumo;,3,2,NA,NA,24,NA,5,NA
inciso,"VI - florestas, caça, pesca, fauna, conservação da natureza, defesa do solo e dos recursos naturais, proteção do meio ambiente e controle da poluição;",3,2,NA,NA,24,NA,6,NA
inciso,"VII - proteção ao patrimônio histórico, cultural, artístico, turístico e paisagístico;",3,2,NA,NA,24,NA,7,NA
inciso,"VIII - responsabilidade por dano ao meio ambiente, ao consumidor, a bens e direitos de valor artístico, estético, histórico, turístico e paisagístico;",3,2,NA,NA,24,NA,8,NA
inciso,"IX - educação, cultura, ensino e desporto;",3,2,NA,NA,24,NA,9,NA
inciso,"X - criação, funcionamento e processo do juizado de pequenas causas;",3,2,NA,NA,24,NA,10,NA
inciso,XI - procedimentos em matéria processual;,3,2,NA,NA,24,NA,11,NA
inciso,"XII - previdência social, proteção e defesa da saúde;",3,2,NA,NA,24,NA,12,NA
inciso,XIII - assistência jurídica e defensoria pública;,3,2,NA,NA,24,NA,13,NA
inciso,XIV - proteção e integração social das pessoas portadoras de deficiência;,3,2,NA,NA,24,NA,14,NA
inciso,XV - proteção à infância e à juventude;,3,2,NA,NA,24,NA,15,NA
inciso,"XVI - organização, garantias, direitos e deveres das polícias civis.",3,2,NA,NA,24,NA,16,NA
paragrafo,"§ 1º No âmbito da legislação concorrente, a competência da União limitar-se-á a estabelecer normas gerais.",3,2,NA,NA,24,1,NA,NA
paragrafo,§ 2º A competência da União para legislar sobre normas gerais não exclui a competência suplementar dos Estados.,3,2,NA,NA,24,2,NA,NA
paragrafo,"§ 3º Inexistindo lei federal sobre normas gerais, os Estados exercerão a competência legislativa plena, para atender a suas peculiaridades.",3,2,NA,NA,24,3,NA,NA
paragrafo,"§ 4º A superveniência de lei federal sobre normas gerais suspende a eficácia da lei estadual, no que lhe for contrário.",3,2,NA,NA,24,4,NA,NA
titartb,Capítulo III: Dos Estados Federados,3,3,NA,NA,NA,NA,NA,NA
artigo,"Art. 25. Os Estados organizam-se e regem-se pelas Constituições e leis que adotarem, observados os princípios desta Constituição.",3,3,NA,NA,25,NA,NA,NA
paragrafo,§ 1º São reservadas aos Estados as competências que não lhes sejam vedadas por esta Constituição.,3,3,NA,NA,25,1,NA,NA
paragrafo,"§ 2º Cabe aos Estados explorar diretamente, ou mediante concessão, os serviços locais de gás canalizado, na forma da lei, vedada a edição de medida provisória para a sua regulamentação.",3,3,NA,NA,25,2,NA,NA
paragrafo,"§ 3º Os Estados poderão, mediante lei complementar, instituir regiões metropolitanas, aglomerações urbanas e microrregiões, constituídas por agrupamentos de Municípios limítrofes, para integrar a organização, o planejamento e a execução de funções públicas de interesse comum.",3,3,NA,NA,25,3,NA,NA
artigo,Art. 26. Incluem-se entre os bens dos Estados:,3,3,NA,NA,26,NA,NA,NA
inciso,"I - as águas superficiais ou subterrâneas, fluentes, emergentes e em depósito, ressalvadas, neste caso, na forma da lei, as decorrentes de obras da União;",3,3,NA,NA,26,NA,1,NA
inciso,"II - as áreas, nas ilhas oceânicas e costeiras, que estiverem no seu domínio, excluídas aquelas sob domínio da União, Municípios ou terceiros;",3,3,NA,NA,26,NA,2,NA
inciso,III - as ilhas fluviais e lacustres não pertencentes à União;,3,3,NA,NA,26,NA,3,NA
inciso,IV - as terras devolutas não compreendidas entre as da União.,3,3,NA,NA,26,NA,4,NA
artigo,"Art. 27. O número de Deputados à Assembléia Legislativa corresponderá ao triplo da representação do Estado na Câmara dos Deputados e, atingido o número de trinta e seis, será acrescido de tantos quantos forem os Deputados Federais acima de doze.",3,3,NA,NA,27,NA,NA,NA
paragrafo,"§ 1º Será de quatro anos o mandato dos Deputados Estaduais, aplicando-se-lhes as regras desta Constituição sobre sistema eleitoral, inviolabilidade, imunidades, remuneração, perda de mandato, licença, impedimentos e incorporação às Forças Armadas.",3,3,NA,NA,27,1,NA,NA
paragrafo,"§ 2º O subsídio dos Deputados Estaduais será fixado por lei de iniciativa da Assembléia Legislativa, na razão de, no máximo, setenta e cinco por cento daquele estabelecido, em espécie, para os Deputados Federais, observado o que dispõem os arts. 39, § 4º, 57, § 7º, 150, II, 153, III, e 153, § 2º, I.",3,3,NA,NA,27,2,NA,NA
paragrafo,"§ 3º Compete às Assembléias Legislativas dispor sobre seu regimento interno, polícia e serviços administrativos de sua secretaria, e prover os respectivos cargos.",3,3,NA,NA,27,3,NA,NA
paragrafo,§ 4º A lei disporá sobre a iniciativa popular no processo legislativo estadual.,3,3,NA,NA,27,4,NA,NA
artigo,"Art. 28. A eleição do Governador e do Vice-Governador de Estado, para mandato de quatro anos, realizar-se-á no primeiro domingo de outubro, em primeiro turno, e no último domingo de outubro, em segundo turno, se houver, do ano anterior ao do término do mandato de seus antecessores, e a posse ocorrerá em primeiro de janeiro do ano subseqüente, observado, quanto ao mais, o disposto no art. 77.",3,3,NA,NA,28,NA,NA,NA
paragrafo,"§ 1º Perderá o mandato o Governador que assumir outro cargo ou função na administração pública direta ou indireta, ressalvada a posse em virtude de concurso público e observado o disposto no art. 38, I, IV e V.",3,3,NA,NA,28,1,NA,NA
paragrafo,"§ 2º Os subsídios do Governador, do Vice-Governador e dos Secretários de Estado serão fixados por lei de iniciativa da Assembléia Legislativa, observado o que dispõem os arts. 37, XI, 39, § 4º, 150, II, 153, III, e 153, § 2º, I.",3,3,NA,NA,28,2,NA,NA
titartb,Capítulo IV: Dos Municípios,3,4,NA,NA,NA,NA,NA,NA
artigo,"Art. 29. O Município reger-se-á por lei orgânica, votada em dois turnos, com o interstício mínimo de dez dias, e aprovada por dois terços dos membros da Câmara Municipal, que a promulgará, atendidos os princípios estabelecidos nesta Constituição, na Constituição do respectivo Estado e os seguintes preceitos:",3,4,NA,NA,29,NA,NA,NA
inciso,"I - eleição do Prefeito, do Vice-Prefeito e dos Vereadores, para mandato de quatro anos, mediante pleito direto e simultâneo realizado em todo o País;",3,4,NA,NA,29,NA,1,NA
inciso,"II - eleição do Prefeito e do Vice-Prefeito realizada no primeiro domingo de outubro do ano anterior ao término do mandato dos que devam suceder, aplicadas as regras do art. 77 no caso de Municípios com mais de duzentos mil eleitores;",3,4,NA,NA,29,NA,2,NA
inciso,III - posse do Prefeito e do Vice-Prefeito no dia 1º de janeiro do ano subseqüente ao da eleição;,3,4,NA,NA,29,NA,3,NA
inciso,"IV - número de Vereadores proporcional à população do Município, observados os seguintes limites:",3,4,NA,NA,29,NA,4,NA
alinea,a) mínimo de nove e máximo de vinte e um nos Municípios de até um milhão de habitantes;,3,4,NA,NA,29,NA,4,1
alinea,b) mínimo de trinta e três e máximo de quarenta e um nos Municípios de mais de um milhão e menos de cinco milhões de habitantes;,3,4,NA,NA,29,NA,4,2
alinea,c) mínimo de quarenta e dois e máximo de cinqüenta e cinco nos Municípios de mais de cinco milhões de habitantes;,3,4,NA,NA,29,NA,4,3
inciso,"V - subsídios do Prefeito, do Vice-Prefeito e dos Secretários Municipais fixados por lei de iniciativa da Câmara Municipal, observado o que dispõem os arts. 37, XI, 39, § 4º, 150, II, 153, III, e 153, § 2º, I;",3,4,NA,NA,29,NA,5,NA
inciso,"VI - subsídio dos Vereadores fixado por lei de iniciativa da Câmara Municipal, na razão de, no máximo, setenta e cinco por cento daquele estabelecido, em espécie, para os Deputados Estaduais, observado o que dispõem os arts. 39, § 4º, 57, § 7º, 150, II, 153, III, e 153, § 2º, I;",3,4,NA,NA,29,NA,6,NA
inciso,VII - o total da despesa com a remuneração dos Vereadores não poderá ultrapassar o montante de cinco por cento da receita do Município;,3,4,NA,NA,29,NA,7,NA
inciso,"VIII - inviolabilidade dos Vereadores por suas opiniões, palavras e votos no exercício do mandato e na circunscrição do Município;",3,4,NA,NA,29,NA,8,NA
inciso,"IX - proibições e incompatibilidades, no exercício da vereança, similares, no que couber, ao disposto nesta Constituição para os membros do Congresso Nacional e na Constituição do respectivo Estado para os membros da Assembléia Legislativa;",3,4,NA,NA,29,NA,9,NA
inciso,X - julgamento do Prefeito perante o Tribunal de Justiça;,3,4,NA,NA,29,NA,10,NA
inciso,XI - organização das funções legislativas e fiscalizadoras da Câmara Municipal;,3,4,NA,NA,29,NA,11,NA
inciso,XII - cooperação das associações representativas no planejamento municipal;,3,4,NA,NA,29,NA,12,NA
inciso,"XIII - iniciativa popular de projetos de lei de interesse específico do Município, da cidade ou de bairros, através de manifestação de, pelo menos, cinco por cento do eleitorado;",3,4,NA,NA,29,NA,13,NA
inciso,"XIV - perda do mandato do Prefeito, nos termos do art. 28, parágrafo único.",3,4,NA,NA,29,NA,14,NA
artigo,Art. 30. Compete aos Municípios:,3,4,NA,NA,30,NA,NA,NA
inciso,I - legislar sobre assuntos de interesse local;,3,4,NA,NA,30,NA,1,NA
inciso,II - suplementar a legislação federal e a estadual no que couber;,3,4,NA,NA,30,NA,2,NA
inciso,"III - instituir e arrecadar os tributos de sua competência, bem como aplicar suas rendas, sem prejuízo da obrigatoriedade de prestar contas e publicar balancetes nos prazos fixados em lei;",3,4,NA,NA,30,NA,3,NA
inciso,"IV - criar, organizar e suprimir Distritos, observada a legislação estadual;",3,4,NA,NA,30,NA,4,NA
inciso,"V - organizar e prestar, diretamente ou sob regime de concessão ou permissão, os serviços públicos de interesse local, incluído o de transporte coletivo, que tem caráter essencial;",3,4,NA,NA,30,NA,5,NA
inciso,"VI - manter, com a cooperação técnica e financeira da União e do Estado, programas de educação pré-escolar e de ensino fundamental;",3,4,NA,NA,30,NA,6,NA
inciso,"VII - prestar, com a cooperação técnica e financeira da União e do Estado, serviços de atendimento à saúde da população;",3,4,NA,NA,30,NA,7,NA
inciso,"VIII - promover, no que couber, adequado ordenamento territorial, mediante planejamento e controle do uso, do parcelamento e da ocupação do solo urbano;",3,4,NA,NA,30,NA,8,NA
inciso,"IX - promover a proteção do patrimônio histórico-cultural local, observada a legislação e a ação fiscalizadora federal e estadual.",3,4,NA,NA,30,NA,9,NA
artigo,"Art. 31. A fiscalização do Município será exercida pelo Poder Legislativo municipal, mediante controle externo, e pelos sistemas de controle interno do Poder Executivo municipal, na forma da lei.",3,4,NA,NA,31,NA,NA,NA
paragrafo,"§ 1º O controle externo da Câmara Municipal será exercido com o auxílio dos Tribunais de Contas dos Estados ou do Município ou dos Conselhos ou Tribunais de Contas dos Municípios, onde houver.",3,4,NA,NA,31,1,NA,NA
paragrafo,"§ 2º O parecer prévio, emitido pelo órgão competente, sobre as contas que o Prefeito deve anualmente prestar, só deixará de prevalecer por decisão de dois terços dos membros da Câmara Municipal.",3,4,NA,NA,31,2,NA,NA
paragrafo,"§ 3º As contas dos Municípios ficarão, durante sessenta dias, anualmente, à disposição de qualquer contribuinte, para exame e apreciação, o qual poderá questionar-lhes a legitimidade, nos termos da lei.",3,4,NA,NA,31,3,NA,NA
paragrafo,"§ 4º É vedada a criação de tribunais, Conselhos ou órgãos de contas municipais.",3,4,NA,NA,31,4,NA,NA
titartb,Capítulo V: Do Distrito Federal e dos Territórios,3,5,NA,NA,NA,NA,NA,NA
titartb,Seção I: Do Distrito Federal,3,5,1,NA,NA,NA,NA,NA
artigo,"Art. 32. O Distrito Federal, vedada sua divisão em Municípios, reger-se-á por lei orgânica, votada em dois turnos com interstício mínimo de dez dias, e aprovada por dois terços da Câmara Legislativa, que a promulgará, atendidos os princípios estabelecidos nesta Constituição.",3,5,1,NA,32,NA,NA,NA
paragrafo,§ 1º Ao Distrito Federal são atribuídas as competências legislativas reservadas aos Estados e Municípios.,3,5,1,NA,32,1,NA,NA
paragrafo,"§ 2º A eleição do Governador e do Vice-Governador, observadas as regras do art. 77, e dos Deputados Distritais coincidirá com a dos Governadores e Deputados Estaduais, para mandato de igual duração.",3,5,1,NA,32,2,NA,NA
paragrafo,§ 3º Aos Deputados Distritais e à Câmara Legislativa aplica-se o disposto no art. 27.,3,5,1,NA,32,3,NA,NA
paragrafo,"§ 4º Lei federal disporá sobre a utilização, pelo Governo do Distrito Federal, das polícias civil e militar e do corpo de bombeiros militar.",3,5,1,NA,32,4,NA,NA
titartb,Seção II: Dos Territórios,3,5,2,NA,NA,NA,NA,NA
artigo,Art. 33. A lei disporá sobre a organização administrativa e judiciária dos Territórios.,3,5,2,NA,33,NA,NA,NA
paragrafo,"§ 1º Os Territórios poderão ser divididos em Municípios, aos quais se aplicará, no que couber, o disposto no Capítulo IV deste Título.",3,5,2,NA,33,1,NA,NA
paragrafo,"§ 2º As contas do Governo do Território serão submetidas ao Congresso Nacional, com parecer prévio do Tribunal de Contas da União.",3,5,2,NA,33,2,NA,NA
paragrafo,"§ 3º Nos Territórios Federais com mais de cem mil habitantes, além do Governador, nomeado na forma desta Constituição, haverá órgãos judiciários de primeira e segunda instâncias, membros do Ministério Público e defensores públicos federais; a lei disporá sobre as eleições para a Câmara Territorial e sua competência deliberativa.",3,5,2,NA,33,3,NA,NA
titartb,Capítulo VI: Da Intervenção,3,6,NA,NA,NA,NA,NA,NA
artigo,"Art. 34. A União não intervirá nos Estados nem no Distrito Federal, exceto para:",3,6,NA,NA,34,NA,NA,NA
inciso,I - manter a integridade nacional;,3,6,NA,NA,34,NA,1,NA
inciso,II - repelir invasão estrangeira ou de uma unidade da Federação em outra;,3,6,NA,NA,34,NA,2,NA
inciso,III - pôr termo a grave comprometimento da ordem pública;,3,6,NA,NA,34,NA,3,NA
inciso,IV - garantir o livre exercício de qualquer dos Poderes nas unidades da Federação;,3,6,NA,NA,34,NA,4,NA
inciso,V - reorganizar as finanças da unidade da Federação que:,3,6,NA,NA,34,NA,5,NA
alinea,"a) suspender o pagamento da dívida fundada por mais de dois anos consecutivos, salvo motivo de força maior;",3,6,NA,NA,34,NA,5,1
alinea,b) deixar de entregar aos Municípios receitas tributárias fixadas nesta Constituição dentro dos prazos estabelecidos em lei;,3,6,NA,NA,34,NA,5,2
inciso,"VI - prover a execução de lei federal, ordem ou decisão judicial;",3,6,NA,NA,34,NA,6,NA
inciso,VII - assegurar a observância dos seguintes princípios constitucionais:,3,6,NA,NA,34,NA,7,NA
alinea,"a) forma republicana, sistema representativo e regime democrático;",3,6,NA,NA,34,NA,7,1
alinea,b) direitos da pessoa humana;,3,6,NA,NA,34,NA,7,2
alinea,c) autonomia municipal;,3,6,NA,NA,34,NA,7,3
alinea,"d) prestação de contas da administração pública, direta e indireta;",3,6,NA,NA,34,NA,7,4
alinea,"e) aplicação do mínimo exigido da receita resultante de impostos estaduais, compreendida a proveniente de transferências, na manutenção e desenvolvimento do ensino.",3,6,NA,NA,34,NA,7,5
artigo,"Art. 35. O Estado não intervirá em seus Municípios, nem a União nos Municípios localizados em Território Federal, exceto quando:",3,6,NA,NA,35,NA,NA,NA
inciso,"I - deixar de ser paga, sem motivo de força maior, por dois anos consecutivos, a dívida fundada;",3,6,NA,NA,35,NA,1,NA
inciso,"II - não forem prestadas contas devidas, na forma da lei;",3,6,NA,NA,35,NA,2,NA
inciso,III - não tiver sido aplicado o mínimo exigido da receita municipal na manutenção e desenvolvimento do ensino;,3,6,NA,NA,35,NA,3,NA
inciso,"IV - o Tribunal de Justiça der provimento a representação para assegurar a observância de princípios indicados na Constituição estadual, ou para prover a execução de lei, de ordem ou de decisão judicial.",3,6,NA,NA,35,NA,4,NA
artigo,Art. 36. A decretação da intervenção dependerá:,3,6,NA,NA,36,NA,NA,NA
inciso,"I - no caso do art. 34, IV, de solicitação do Poder Legislativo ou do Poder Executivo coacto ou impedido, ou de requisição do Supremo Tribunal Federal, se a coação for exercida contra o Poder Judiciário;",3,6,NA,NA,36,NA,1,NA
inciso,"II - no caso de desobediência a ordem ou decisão judiciária, de requisição do Supremo Tribunal Federal, do Superior Tribunal de Justiça ou do Tribunal Superior Eleitoral;",3,6,NA,NA,36,NA,2,NA
inciso,"III - de provimento, pelo Supremo Tribunal Federal, de representação do Procurador-Geral da República, na hipótese do art. 34, VII;",3,6,NA,NA,36,NA,3,NA
inciso,"IV - de provimento, pelo Superior Tribunal de Justiça, de representação do Procurador-Geral da República, no caso de recusa à execução de lei federal.",3,6,NA,NA,36,NA,4,NA
paragrafo,"§ 1º O decreto de intervenção, que especificará a amplitude, o prazo e as condições de execução e que, se couber, nomeará o interventor, será submetido à apreciação do Congresso Nacional ou da Assembléia Legislativa do Estado, no prazo de vinte e quatro horas.",3,6,NA,NA,36,1,NA,NA
paragrafo,"§ 2º Se não estiver funcionando o Congresso Nacional ou a Assembléia Legislativa, far-se-á convocação extraordinária, no mesmo prazo de vinte e quatro horas.",3,6,NA,NA,36,2,NA,NA
paragrafo,"§ 3º Nos casos do art. 34, VI e VII, ou do art. 35, IV, dispensada a apreciação pelo Congresso Nacional ou pela Assembléia Legislativa, o decreto limitar-se-á a suspender a execução do ato impugnado, se essa medida bastar ao restabelecimento da normalidade.",3,6,NA,NA,36,3,NA,NA
paragrafo,"§ 4º Cessados os motivos da intervenção, as autoridades afastadas de seus cargos a estes voltarão, salvo impedimento legal.",3,6,NA,NA,36,4,NA,NA
titartb,Capítulo VII: Da Administração Pública,3,7,NA,NA,NA,NA,NA,NA
titartb,Seção I: Disposições Gerais,3,7,1,NA,NA,NA,NA,NA
artigo,"Art. 37. A administração pública direta e indireta de qualquer dos Poderes da União, dos Estados, do Distrito Federal e dos Municípios obedecerá aos princípios de legalidade, impessoalidade, moralidade, publicidade e eficiência e, também, ao seguinte:",3,7,1,NA,37,NA,NA,NA
inciso,"I - os cargos, empregos e funções públicas são acessíveis aos brasileiros que preencham os requisitos estabelecidos em lei, assim como aos estrangeiros, na forma da lei;",3,7,1,NA,37,NA,1,NA
inciso,"II - a investidura em cargo ou emprego público depende de aprovação prévia em concurso público de provas ou de provas e títulos, de acordo com a natureza e a complexidade do cargo ou emprego, na forma prevista em lei, ressalvadas as nomeações para cargo em comissão declarado em lei de livre nomeação e exoneração;",3,7,1,NA,37,NA,2,NA
inciso,"III - o prazo de validade do concurso público será de até dois anos, prorrogável uma vez, por igual período;",3,7,1,NA,37,NA,3,NA
inciso,"IV - durante o prazo improrrogável previsto no edital de convocação, aquele aprovado em concurso público de provas ou de provas e títulos será convocado com prioridade sobre novos concursados para assumir cargo ou emprego, na carreira;",3,7,1,NA,37,NA,4,NA
inciso,"V - as funções de confiança, exercidas exclusivamente por servidores ocupantes de cargo efetivo, e os cargos em comissão, a serem preenchidos por servidores de carreira nos casos, condições e percentuais mínimos previstos em lei, destinam-se apenas às atribuições de direção, chefia e assessoramento;",3,7,1,NA,37,NA,5,NA
inciso,VI - é garantido ao servidor público civil o direito à livre associação sindical;,3,7,1,NA,37,NA,6,NA
inciso,VII - o direito de greve será exercido nos termos e nos limites definidos em lei específica;,3,7,1,NA,37,NA,7,NA
inciso,VIII - a lei reservará percentual dos cargos e empregos públicos para as pessoas portadoras de deficiência e definirá os critérios de sua admissão;,3,7,1,NA,37,NA,8,NA
inciso,IX - a lei estabelecerá os casos de contratação por tempo determinado para atender a necessidade temporária de excepcional interesse público;,3,7,1,NA,37,NA,9,NA
inciso,"X - a remuneração dos servidores públicos e o subsídio de que trata o § 4º do art. 39 somente poderão ser fixados ou alterados por lei específica, observada a iniciativa privativa em cada caso, assegurada revisão geral anual, sempre na mesma data e sem distinção de índices;",3,7,1,NA,37,NA,10,NA
inciso,"XI - a remuneração e o subsídio dos ocupantes de cargos, funções e empregos públicos da administração direta, autárquica e fundacional, dos membros de qualquer dos Poderes da União, dos Estados, do Distrito Federal e dos Municípios, dos detentores de mandato eletivo e dos demais agentes políticos e os proventos, pensões ou outra espécie remuneratória, percebidos cumulativamente ou não, incluídas as vantagens pessoais ou de qualquer outra natureza, não poderão exceder o subsídio mensal, em espécie, dos Ministros do Supremo Tribunal Federal;",3,7,1,NA,37,NA,11,NA
inciso,XII - os vencimentos dos cargos do Poder Legislativo e do Poder Judiciário não poderão ser superiores aos pagos pelo Poder Executivo;,3,7,1,NA,37,NA,12,NA
inciso,XIII - é vedada a vinculação ou equiparação de quaisquer espécies remuneratórias para o efeito de remuneração de pessoal do serviço público;,3,7,1,NA,37,NA,13,NA
inciso,XIV - os acréscimos pecuniários percebidos por servidor público não serão computados nem acumulados para fins de concessão de acréscimos ulteriores;,3,7,1,NA,37,NA,14,NA
inciso,"XV - o subsídio e os vencimentos dos ocupantes de cargos e empregos públicos são irredutíveis, ressalvado o disposto nos incisos XI e XIV deste artigo e nos arts. 39, § 4º, 150, II, 153, III, e 153, § 2º, I;",3,7,1,NA,37,NA,15,NA
inciso,"XVI - é vedada a acumulação remunerada de cargos públicos, exceto, quando houver compatibilidade de horários, observado em qualquer caso o disposto no inciso XI:",3,7,1,NA,37,NA,16,NA
alinea,a) a de dois cargos de professor;,3,7,1,NA,37,NA,16,1
alinea,"b) a de um cargo de professor com outro, técnico ou científico;",3,7,1,NA,37,NA,16,2
alinea,c) a de dois cargos privativos de médico;,3,7,1,NA,37,NA,16,3
inciso,"XVII - a proibição de acumular estende-se a empregos e funções e abrange autarquias, fundações, empresas públicas, sociedades de economia mista, suas subsidiárias, e sociedades controladas, direta ou indiretamente, pelo poder público;",3,7,1,NA,37,NA,17,NA
inciso,"XVIII - a administração fazendária e seus servidores fiscais terão, dentro de suas áreas de competência e jurisdição, precedência sobre os demais setores administrativos, na forma da lei;",3,7,1,NA,37,NA,18,NA
inciso,"XIX - somente por lei específica poderá ser criada autarquia e autorizada a instituição de empresa pública, de sociedade de economia mista e de fundação, cabendo à lei complementar, neste último caso, definir as áreas de sua atuação;",3,7,1,NA,37,NA,19,NA
inciso,"XX - depende de autorização legislativa, em cada caso, a criação de subsidiárias das entidades mencionadas no inciso anterior, assim como a participação de qualquer delas em empresa privada;",3,7,1,NA,37,NA,20,NA
inciso,"XXI - ressalvados os casos especificados na legislação, as obras, serviços, compras e alienações serão contratados mediante processo de licitação pública que assegure igualdade de condições a todos os concorrentes, com cláusulas que estabeleçam obrigações de pagamento, mantidas as condições efetivas da proposta, nos termos da lei, o qual somente permitirá as exigências de qualificação técnica e econômica indispensáveis à garantia do cumprimento das obrigações.",3,7,1,NA,37,NA,21,NA
paragrafo,"§ 1º A publicidade dos atos, programas, obras, serviços e campanhas dos órgãos públicos deverá ter caráter educativo, informativo ou de orientação social, dela não podendo constar nomes, símbolos ou imagens que caracterizem promoção pessoal de autoridades ou servidores públicos.",3,7,1,NA,37,1,NA,NA
paragrafo,"§ 2º A não-observância do disposto nos incisos II e III implicará a nulidade do ato e a punição da autoridade responsável, nos termos da lei.",3,7,1,NA,37,2,NA,NA
paragrafo,"§ 3º A lei disciplinará as formas de participação do usuário na administração pública direta e indireta, regulando especialmente:",3,7,1,NA,37,3,NA,NA
inciso,"I - as reclamações relativas à prestação dos serviços públicos em geral, asseguradas a manutenção de serviços de atendimento ao usuário e a avaliação periódica, externa e interna, da qualidade dos serviços;",3,7,1,NA,37,3,1,NA
inciso,"II - o acesso dos usuários a registros administrativos e a informações sobre atos de governo, observado o disposto no art. 5º, X e XXXIII;",3,7,1,NA,37,3,2,NA
inciso,"III - a disciplina da representação contra o exercício negligente ou abusivo de cargo, emprego ou função na administração pública.",3,7,1,NA,37,3,3,NA
paragrafo,"§ 4º Os atos de improbidade administrativa importarão a suspensão dos direitos políticos, a perda da função pública, a indisponibilidade dos bens e o ressarcimento ao erário, na forma e gradação previstas em lei, sem prejuízo da ação penal cabível.",3,7,1,NA,37,4,NA,NA
paragrafo,"§ 5º A lei estabelecerá os prazos de prescrição para ilícitos praticados por qualquer agente, servidor ou não, que causem prejuízos ao erário, ressalvadas as respectivas ações de ressarcimento.",3,7,1,NA,37,5,NA,NA
